filename,width,height,class,xmin,ymin,xmax,ymax
d3994a74fdc9b39b460e9c251912e3f6_jpg.rf.0c6fc68f0c02121ed210b471ef2a42ce.jpg,640,640,ayam goreng,141,190,630,556
kangkung_20_jpg.rf.0c43f5c3a41aecfbe2f71acd18d07aa1.jpg,640,640,tumis kangkung,138,176,555,469
kentang-goreng_11_jpg.rf.0ca2f6c06306a069bfe5cf6f3745dc4d.jpg,640,640,kentang goreng,51,7,575,623
sop_20_jpg.rf.0bae0c6cf86bc4cdea59664683f7e949.jpg,640,640,sop,165,142,503,613
139_jpeg.rf.0cc7d8dcfc7d97f58f62171c1abc75bc.jpg,640,640,ayam bakar,108,119,413,521
7525399b57a255eeec304f06183a5bce_jpg.rf.0c3a1429419247d1fc9f7c7988d09b76.jpg,640,640,ayam goreng,179,318,408,567
tumis-kangkung_003_jpg.rf.0d005d5c25131d44be324b65af7e78da.jpg,640,640,tumis kangkung,0,0,640,640
kentang-goreng_029_jpg.rf.0bb3f7d039248efb323c02ff700ce20a.jpg,640,640,kentang goreng,29,93,576,557
4_jpg.rf.0cd23eed8674964b94b2e6e0a6bf43b9.jpg,640,640,ayam bakar,183,37,368,541
images-2024-08-05T204927-921_jpeg.rf.0d0ce73419c9ae73745c6c5c203e19ab.jpg,640,640,tumis kangkung,98,90,577,640
images-2024-08-05T203403-497_jpeg.rf.0d12a41f6f0fd4da8c0eb9a18da820c7.jpg,640,640,sop,141,9,464,571
sate-20276_jpg.rf.0d82d0599a77562a9d08096ab6346e10.jpg,640,640,sate,88,0,640,640
rendang-20226_jpg.rf.0d778276b16a0e298b92b4ec1761ebd8.jpg,640,640,rendang,82,85,620,624
images386_jpg.rf.0d7d8c2a2ed0f993b309ac43f50da7e7.jpg,640,640,nasi,51,118,588,581
nasi_006_jpg.rf.0db84825e24b3c0ec121801623193147.jpg,640,640,nasi,106,71,584,603
kangkung_19_jpg.rf.0d27dd32ac0f02db869d43c5dab9ccd8.jpg,640,640,tumis kangkung,53,5,613,585
tahu_048_jpg.rf.0d7d27884dee5399fb162a70cf58979a.jpg,640,640,tahu goreng,199,111,478,353
tahu_048_jpg.rf.0d7d27884dee5399fb162a70cf58979a.jpg,640,640,tahu goreng,159,310,421,540
penderita-kolesterol-tinggi-harus-batasi-konsumsi-nasi-putih-ini-alasannya-ijl_jpeg.rf.0d77809da756d3c3a7abcb9b4db5775e.jpg,640,640,nasi,147,105,515,533
23_jpeg.rf.0dc062def5eb276e284a202126c521b2.jpg,640,640,puding,96,0,519,617
140_jpeg.rf.0dce9b7ac3c51b743d18ffc39f1f22a0.jpg,640,640,puding,64,363,582,635
bakso_2_jpg.rf.0dcfa70fc25bcf0b0c63b27428d8ee85.jpg,640,640,bakso,130,35,514,560
kentang-goreng_067_jpg.rf.0deab6878195ba8e54f6e1dc1250f014.jpg,640,640,kentang goreng,5,15,640,640
donat_074_jpg.rf.0dfa20636ca64f9671ef9a4d8df90e57.jpg,640,640,donat,3,117,228,333
donat_074_jpg.rf.0dfa20636ca64f9671ef9a4d8df90e57.jpg,640,640,donat,131,284,350,503
donat_074_jpg.rf.0dfa20636ca64f9671ef9a4d8df90e57.jpg,640,640,donat,265,430,498,640
donat_074_jpg.rf.0dfa20636ca64f9671ef9a4d8df90e57.jpg,640,640,donat,415,296,640,523
donat_074_jpg.rf.0dfa20636ca64f9671ef9a4d8df90e57.jpg,640,640,donat,279,142,498,353
donat_074_jpg.rf.0dfa20636ca64f9671ef9a4d8df90e57.jpg,640,640,donat,142,9,361,210
donat_042_jpg.rf.0ddc3169a4be3f0854457d6587867944.jpg,640,640,donat,423,0,630,151
donat_042_jpg.rf.0ddc3169a4be3f0854457d6587867944.jpg,640,640,donat,414,153,608,279
donat_042_jpg.rf.0ddc3169a4be3f0854457d6587867944.jpg,640,640,donat,480,295,640,437
donat_042_jpg.rf.0ddc3169a4be3f0854457d6587867944.jpg,640,640,donat,480,443,640,572
donat_042_jpg.rf.0ddc3169a4be3f0854457d6587867944.jpg,640,640,donat,246,0,428,133
donat_042_jpg.rf.0ddc3169a4be3f0854457d6587867944.jpg,640,640,donat,194,126,389,261
donat_042_jpg.rf.0ddc3169a4be3f0854457d6587867944.jpg,640,640,donat,295,249,482,388
donat_042_jpg.rf.0ddc3169a4be3f0854457d6587867944.jpg,640,640,donat,322,384,514,521
11_jpeg.rf.0dec15e91eeb6961022e903b81a8e778.jpg,640,640,ikan bakar,472,255,640,640
11_jpeg.rf.0dec15e91eeb6961022e903b81a8e778.jpg,640,640,ikan bakar,372,216,480,635
11_jpeg.rf.0dec15e91eeb6961022e903b81a8e778.jpg,640,640,ikan bakar,120,217,259,603
11_jpeg.rf.0dec15e91eeb6961022e903b81a8e778.jpg,640,640,ikan bakar,220,232,317,590
11_jpeg.rf.0dec15e91eeb6961022e903b81a8e778.jpg,640,640,ikan bakar,292,213,426,633
rendang-20079_jpg.rf.0d7cd2df519facda66c5f77ddfa83919.jpg,640,640,rendang,70,185,546,484
bakso_025_jpg.rf.0daf6e6ebbcdd1d359ffb10884617d43.jpg,640,640,bakso,131,106,578,392
roti_014_jpg.rf.0db3cf30bb27ba613b210f3f34b39355.jpg,640,640,roti tawar,80,66,551,564
images516_jpg.rf.0dab84c966e1613585313b04aa642c6d.jpg,640,640,nasi,128,156,502,478
78_jpeg.rf.0da0a5401080aa089eefbe48c3f08f85.jpg,640,640,capcay,40,8,621,619
telur-ceplok_051_jpg.rf.0dbecc83687e988b0df1ddebac4319cc.jpg,640,640,telur ceplok,205,0,569,531
132_jpeg.rf.0e2e108dd8895bebbde0161d8eb820fc.jpg,640,640,capcay,46,48,592,569
bakso-20358_jpg.rf.0d7afe8925980bafa605456a1988488f.jpg,640,640,bakso,85,93,361,613
images-68-_jpeg.rf.0dd476b07c13e735e23c2a825b8efd9d.jpg,640,640,tumis kangkung,12,0,633,640
rendang_044_jpg.rf.0de026b75b5b08be738fde1eef929246.jpg,640,640,rendang,128,96,457,574
images-90-_jpeg.rf.0e4dc079fa980d7785f3005c2a946060.jpg,640,640,tumis kangkung,25,32,640,550
28_jpeg.rf.0e0591b1a7ad28f437e5aba127ca3fa6.jpg,640,640,capcay,0,0,640,640
puding_010_jpg.rf.0e40c6f833d9be4e84fe2a31671132bf.jpg,640,640,puding,114,249,544,526
puding_010_jpg.rf.0e40c6f833d9be4e84fe2a31671132bf.jpg,640,640,puding,11,75,274,267
images368_jpg.rf.0e57f29822b1e7396a415a5c876241b0.jpg,640,640,tempe goreng,226,220,496,636
images367_jpg.rf.0e68d01f88633204b61255cf53fb893d.jpg,640,640,nasi,41,298,441,486
31_jpeg.rf.0e439027ea4ed004f78d141e2dae1bc1.jpg,640,640,capcay,119,0,638,640
telur-rebus_116_jpeg.rf.0e8a3ba0aee89f3350ac3449cad2722b.jpg,640,640,telur rebus,266,259,432,391
telur-rebus_116_jpeg.rf.0e8a3ba0aee89f3350ac3449cad2722b.jpg,640,640,telur rebus,308,377,458,535
ceplok_6_jpg.rf.0ef396f6b596aee1e64bd21ee35f5632.jpg,640,640,telur ceplok,92,54,525,521
telur-rebus_105_jpeg.rf.0e8a867f75bc037ad5a0a2c5fcdc2f03.jpg,640,640,telur rebus,335,192,482,392
telur-rebus_105_jpeg.rf.0e8a867f75bc037ad5a0a2c5fcdc2f03.jpg,640,640,telur rebus,377,406,521,567
telur-rebus_105_jpeg.rf.0e8a867f75bc037ad5a0a2c5fcdc2f03.jpg,640,640,telur rebus,493,217,635,409
telur-rebus_105_jpeg.rf.0e8a867f75bc037ad5a0a2c5fcdc2f03.jpg,640,640,telur rebus,307,0,435,164
telur-rebus_105_jpeg.rf.0e8a867f75bc037ad5a0a2c5fcdc2f03.jpg,640,640,telur rebus,156,329,282,556
ikan-goreng_021_jpeg.rf.0e87b7fbb6fa27c220aa919b6fbe1f88.jpg,640,640,ikan goreng,0,56,440,412
ikan-goreng_021_jpeg.rf.0e87b7fbb6fa27c220aa919b6fbe1f88.jpg,640,640,ikan goreng,0,175,529,525
97_jpeg.rf.0f2a0c3dbb592eea378d7117962fa28b.jpg,640,640,ayam bakar,42,46,506,599
rendang_17_jpg.rf.0ef4108ebf3c19760858613beffc1bc5.jpg,640,640,rendang,43,40,614,549
tempe_060_jpg.rf.0e648e1be18b43cf00b2292686dce2ea.jpg,640,640,nasi,105,259,313,466
tempe_060_jpg.rf.0e648e1be18b43cf00b2292686dce2ea.jpg,640,640,ayam bakar,122,321,444,532
tempe_060_jpg.rf.0e648e1be18b43cf00b2292686dce2ea.jpg,640,640,tempe goreng,168,122,313,262
tempe_060_jpg.rf.0e648e1be18b43cf00b2292686dce2ea.jpg,640,640,tahu goreng,65,159,202,296
bakso-20423_jpg.rf.0e889a224f568921c8010c25c758d296.jpg,640,640,bakso,51,56,640,602
download_jpg.rf.0f3297be49739dc7882d61eedcc65d31.jpg,640,640,capcay,91,43,606,617
images45_jpg.rf.0ed29ba1280712a23c3588e88651e330.jpg,640,640,tempe goreng,178,149,320,399
images45_jpg.rf.0ed29ba1280712a23c3588e88651e330.jpg,640,640,tempe goreng,278,445,460,640
images45_jpg.rf.0ed29ba1280712a23c3588e88651e330.jpg,640,640,tempe goreng,125,433,275,640
images45_jpg.rf.0ed29ba1280712a23c3588e88651e330.jpg,640,640,tempe goreng,278,84,439,310
images45_jpg.rf.0ed29ba1280712a23c3588e88651e330.jpg,640,640,tempe goreng,441,383,576,636
images45_jpg.rf.0ed29ba1280712a23c3588e88651e330.jpg,640,640,tempe goreng,280,284,437,460
images45_jpg.rf.0ed29ba1280712a23c3588e88651e330.jpg,640,640,tempe goreng,74,241,256,441
images45_jpg.rf.0ed29ba1280712a23c3588e88651e330.jpg,640,640,tempe goreng,81,0,227,238
images45_jpg.rf.0ed29ba1280712a23c3588e88651e330.jpg,640,640,tempe goreng,430,199,557,429
images388_jpg.rf.0f7067d1325764d46a822fbd9c8a5ffa.jpg,640,640,nasi,82,34,620,570
telur-ceplok_067_jpg.rf.0f8ea569f2657657d4dda166aaa8a802.jpg,640,640,telur ceplok,19,222,616,558
120_jpeg.rf.0e597ad07346841a34bbc7231ed201dc.jpg,640,640,telur ceplok,75,65,603,435
sate-20296_jpg.rf.0f72c69a96e08954176c1de21f48fa6a.jpg,640,640,sate,0,214,640,640
download-5-_jpeg.rf.0f765e6ddf05689ed5c36ae520eef075.jpg,640,640,tumis kangkung,63,25,640,629
ikan-goreng_048_jpg.rf.0fc19cc91d1d4bab8b0eb9f2c9d1d7da.jpg,640,640,ikan goreng,202,98,393,532
puding_084_jpg.rf.0fe6d4cda5b0b1654ae279c91200756c.jpg,640,640,puding,160,101,528,559
sate_068_jpg.rf.0f43cdc57b33daa7ab96ac46220c3076.jpg,640,640,sate,0,0,527,640
rendang-20083_jpg.rf.0f7372a404c6621a6de3e11be4c3497c.jpg,640,640,rendang,26,24,598,630
capcay_029_jpg.rf.0f801c3404a145e94e45d872010262fd.jpg,640,640,capcay,0,0,640,599
sate-20378_jpg.rf.0f983d8cf793280641f8564b70777757.jpg,640,640,sate,66,267,629,640
ikan-goreng_032_jpg.rf.0fa417002fa82039b409ee858a4a49af.jpg,640,640,ikan goreng,159,122,287,593
rendang-20132_jpg.rf.0fdd3fbd32ccfd2dbf2c016069dbbfb2.jpg,640,640,rendang,63,45,399,623
bakso-20309_jpg.rf.0fc24e93d69de889cb9b185ea096c019.jpg,640,640,bakso,195,232,470,522
kentang-goreng_24_jpg.rf.0f53576d5be8503bce1ec451b1a2e209.jpg,640,640,kentang goreng,89,132,523,479
sop_046_jpg.rf.0f732457513b1d5d57f283af4e0ca888.jpg,640,640,sop,146,112,490,515
tempe_009_jpeg.rf.0f8ab2e0420296d2eace4f75a9b92267.jpg,640,640,tempe goreng,441,51,640,440
tempe_009_jpeg.rf.0f8ab2e0420296d2eace4f75a9b92267.jpg,640,640,tempe goreng,266,0,460,176
tempe_009_jpeg.rf.0f8ab2e0420296d2eace4f75a9b92267.jpg,640,640,tempe goreng,280,430,640,640
tempe_009_jpeg.rf.0f8ab2e0420296d2eace4f75a9b92267.jpg,640,640,tempe goreng,216,183,491,532
tempe_009_jpeg.rf.0f8ab2e0420296d2eace4f75a9b92267.jpg,640,640,tempe goreng,46,393,283,640
tempe_009_jpeg.rf.0f8ab2e0420296d2eace4f75a9b92267.jpg,640,640,tempe goreng,86,14,309,322
tempe_009_jpeg.rf.0f8ab2e0420296d2eace4f75a9b92267.jpg,640,640,tempe goreng,0,81,132,433
images-24-_jpeg.rf.100548b5801c0dbb41420e4e15100e29.jpg,640,640,tumis kangkung,196,29,584,531
images499_jpg.rf.1016b05e33c4e2cea8cad400b4868f70.jpg,640,640,nasi,228,171,448,473
tempe_015_jpeg.rf.0ff13e4f7127443699786f65eb1fb95c.jpg,640,640,tempe goreng,113,0,514,328
tempe_015_jpeg.rf.0ff13e4f7127443699786f65eb1fb95c.jpg,640,640,tempe goreng,56,195,411,546
images442_jpg.rf.0f5a501e1954e384904cbe67468c1e56.jpg,640,640,nasi,65,191,305,451
tahu-goreng_005_jpeg.rf.0fc9a06d4f250a3cee466a1681d36e45.jpg,640,640,tahu goreng,424,395,614,621
tahu-goreng_005_jpeg.rf.0fc9a06d4f250a3cee466a1681d36e45.jpg,640,640,tahu goreng,226,275,460,515
tahu-goreng_005_jpeg.rf.0fc9a06d4f250a3cee466a1681d36e45.jpg,640,640,tahu goreng,0,26,214,411
tahu-goreng_005_jpeg.rf.0fc9a06d4f250a3cee466a1681d36e45.jpg,640,640,tahu goreng,176,7,427,284
tahu-goreng_005_jpeg.rf.0fc9a06d4f250a3cee466a1681d36e45.jpg,640,640,tahu goreng,384,3,640,276
ikan-goreng_041_jpg.rf.0f907d2096654466400cab0ab032a9e2.jpg,640,640,ikan goreng,31,63,540,569
kentang-rebus_003_jpg.rf.0ffc97aa8358d6e65f4876909b92043b.jpg,640,640,kentang rebus,184,149,315,302
kentang-rebus_003_jpg.rf.0ffc97aa8358d6e65f4876909b92043b.jpg,640,640,kentang rebus,302,77,483,228
kentang-rebus_003_jpg.rf.0ffc97aa8358d6e65f4876909b92043b.jpg,640,640,kentang rebus,474,93,624,263
kentang-rebus_003_jpg.rf.0ffc97aa8358d6e65f4876909b92043b.jpg,640,640,kentang rebus,200,292,396,463
kentang-rebus_003_jpg.rf.0ffc97aa8358d6e65f4876909b92043b.jpg,640,640,kentang rebus,371,331,562,508
kentang-rebus_003_jpg.rf.0ffc97aa8358d6e65f4876909b92043b.jpg,640,640,kentang rebus,504,246,640,400
98_jpeg.rf.0fd17a91c9720c9479f99405e7b0af20.jpg,640,640,telur ceplok,184,117,406,338
98_jpeg.rf.0fd17a91c9720c9479f99405e7b0af20.jpg,640,640,telur ceplok,164,337,463,612
roti_010_jpg.rf.1045bb7e037d89fc6614c2cff4cb0de0.jpg,640,640,roti tawar,19,85,379,459
roti_010_jpg.rf.1045bb7e037d89fc6614c2cff4cb0de0.jpg,640,640,roti tawar,290,147,628,545
kentang-rebus_049_jpg.rf.1069590cc7b9647c707b11d073f5e0f6.jpg,640,640,kentang rebus,74,205,224,289
kentang-rebus_049_jpg.rf.1069590cc7b9647c707b11d073f5e0f6.jpg,640,640,kentang rebus,26,281,163,361
kentang-rebus_049_jpg.rf.1069590cc7b9647c707b11d073f5e0f6.jpg,640,640,kentang rebus,143,297,275,369
kentang-rebus_049_jpg.rf.1069590cc7b9647c707b11d073f5e0f6.jpg,640,640,telur rebus,220,347,328,426
kentang-rebus_049_jpg.rf.1069590cc7b9647c707b11d073f5e0f6.jpg,640,640,telur rebus,328,344,440,419
rendang_006_jpg.rf.10221c595513660a6f2ee7a7e07cf264.jpg,640,640,rendang,0,4,640,625
bakso-20357_jpg.rf.107f90a0c5bc93d2d50f9541dce62b4b.jpg,640,640,bakso,82,17,602,640
puding_039_jpg.rf.107c4a4f913fa1d313fce812edbcb54b.jpg,640,640,puding,123,38,498,635
Fries-Train-278-_jpeg.rf.1069fd25ff1856d694bd83877355a854.jpg,640,640,kentang goreng,96,143,543,463
44c4530143f47ed87fe632e9a581e85e_jpg.rf.107f443bc74b54ee465dd0a0cc7adb37.jpg,640,640,ayam goreng,146,109,455,228
44c4530143f47ed87fe632e9a581e85e_jpg.rf.107f443bc74b54ee465dd0a0cc7adb37.jpg,640,640,ayam goreng,23,412,364,547
44c4530143f47ed87fe632e9a581e85e_jpg.rf.107f443bc74b54ee465dd0a0cc7adb37.jpg,640,640,ayam goreng,286,428,553,506
44c4530143f47ed87fe632e9a581e85e_jpg.rf.107f443bc74b54ee465dd0a0cc7adb37.jpg,640,640,ayam goreng,325,263,590,374
Fries-Train-339-_jpeg.rf.102d61a7baacc7de061123e65ca82340.jpg,640,640,kentang goreng,252,190,526,524
rendang-20050_jpg.rf.11380aa6b5b78d6ed2a10cbee9927178.jpg,640,640,rendang,29,42,620,590
Fries-Train-297-_jpeg.rf.11039cfe07b9f538de4adcf2e871fcaf.jpg,640,640,kentang goreng,11,59,557,417
ikan-bakar_036_jpg.rf.108401e02d8eb5b0a01c28aa316dab85.jpg,640,640,ikan bakar,166,227,468,490
bakso_043_jpg.rf.10f8f92ede64033c67cfde4f1a8fcc2b.jpg,640,640,bakso,40,117,600,473
rendang_22_jpg.rf.10d70c111b00e7107a20b0518f774ea1.jpg,640,640,rendang,112,16,584,640
7_jpeg.rf.1128d91d207cd1ccc8f900a9d47a969f.jpg,640,640,roti tawar,266,186,640,554
e300b9d053d63e87ac6059f4fd7fecd4_jpg.rf.10c21a00823abcad194b3fb8bfcf83f9.jpg,640,640,ayam goreng,15,144,483,519
e300b9d053d63e87ac6059f4fd7fecd4_jpg.rf.10c21a00823abcad194b3fb8bfcf83f9.jpg,640,640,tempe goreng,410,196,538,361
e300b9d053d63e87ac6059f4fd7fecd4_jpg.rf.10c21a00823abcad194b3fb8bfcf83f9.jpg,640,640,tahu goreng,286,436,456,575
rendang_050_jpg.rf.110cd0948067a151cf456c67f1c27eb4.jpg,640,640,rendang,130,75,640,297
30_jpeg.rf.1112919726426444a3433b1d334d61a1.jpg,640,640,capcay,15,0,606,640
roti_7_jpg.rf.1072ef11a679c469d315a28873fd0c65.jpg,640,640,roti tawar,189,249,591,489
donat_032_jpg.rf.10ee9bd8d1658ba09320c6bde06c0ac4.jpg,640,640,donat,0,27,223,188
donat_032_jpg.rf.10ee9bd8d1658ba09320c6bde06c0ac4.jpg,640,640,donat,216,52,412,197
donat_032_jpg.rf.10ee9bd8d1658ba09320c6bde06c0ac4.jpg,640,640,donat,410,66,581,206
donat_032_jpg.rf.10ee9bd8d1658ba09320c6bde06c0ac4.jpg,640,640,donat,7,181,230,336
donat_032_jpg.rf.10ee9bd8d1658ba09320c6bde06c0ac4.jpg,640,640,donat,230,190,408,341
donat_032_jpg.rf.10ee9bd8d1658ba09320c6bde06c0ac4.jpg,640,640,donat,403,203,581,343
donat_032_jpg.rf.10ee9bd8d1658ba09320c6bde06c0ac4.jpg,640,640,donat,14,332,239,494
donat_032_jpg.rf.10ee9bd8d1658ba09320c6bde06c0ac4.jpg,640,640,donat,235,340,415,491
donat_032_jpg.rf.10ee9bd8d1658ba09320c6bde06c0ac4.jpg,640,640,donat,410,341,593,491
donat_032_jpg.rf.10ee9bd8d1658ba09320c6bde06c0ac4.jpg,640,640,donat,9,487,244,640
donat_032_jpg.rf.10ee9bd8d1658ba09320c6bde06c0ac4.jpg,640,640,donat,237,489,417,640
donat_032_jpg.rf.10ee9bd8d1658ba09320c6bde06c0ac4.jpg,640,640,donat,417,485,602,622
OIP-43-_jpeg.rf.10e2c48c8b07396bdf17067b3af827f5.jpg,640,640,telur dadar,100,105,622,509
cfda34ae0bdcc9683e278c1dc79e0f6b_jpg.rf.10d309be00a60f450d13b9c9165fb310.jpg,640,640,ayam goreng,339,219,472,640
Fries-Train-326-_jpeg.rf.113d65be68507dd961f96574a2e568f5.jpg,640,640,kentang goreng,276,94,562,623
images406_jpg.rf.113fb40d25d67ba98de80dda4d1c4200.jpg,640,640,nasi,203,68,496,306
telur-ceplok_048_jpg.rf.113dd21b0cda61df5f93827e7208f393.jpg,640,640,telur ceplok,0,253,640,525
rendang-20237_jpg.rf.108ff6451d693447db7550d3209a25a2.jpg,640,640,rendang,121,87,623,577
sop_059_jpg.rf.1169da4fa97ff1f7f93288e263af11cf.jpg,640,640,sop,73,183,583,577
bakso-20466_jpg.rf.11770483b7e5978bf55671ca57e47739.jpg,640,640,bakso,2,169,640,610
25_jpeg.rf.11016cb3a1d61c6944a7ce81f29cd1f1.jpg,640,640,capcay,35,135,637,583
donat_076_jpg.rf.11baaaa7fc5a109de71ea76c9a2827b6.jpg,640,640,donat,24,197,313,518
donat_076_jpg.rf.11baaaa7fc5a109de71ea76c9a2827b6.jpg,640,640,donat,256,16,585,353
donat_076_jpg.rf.11baaaa7fc5a109de71ea76c9a2827b6.jpg,640,640,donat,290,356,562,612
tumis-kangkung_004_jpg.rf.11a442a100ed922e050cc2b6e3f727ec.jpg,640,640,tumis kangkung,72,0,635,603
OIP-14-_jpeg.rf.11c478bc199d3e2c4bf829d04e4a8a8e.jpg,640,640,kentang rebus,117,294,441,572
ceplok_26_jpg.rf.1169bc29e0d2201fdaca695e3940abd9.jpg,640,640,telur ceplok,267,224,509,408
sop_019_jpg.rf.1228c007607b4254ab85f724d8766a27.jpg,640,640,sop,0,2,640,610
tahu_060_jpg.rf.11a9ef01d1fc26e6767c26e16e2ba3be.jpg,640,640,tahu goreng,312,227,494,505
tahu_060_jpg.rf.11a9ef01d1fc26e6767c26e16e2ba3be.jpg,640,640,tahu goreng,108,152,319,400
tahu_060_jpg.rf.11a9ef01d1fc26e6767c26e16e2ba3be.jpg,640,640,tahu goreng,50,328,223,606
tahu_060_jpg.rf.11a9ef01d1fc26e6767c26e16e2ba3be.jpg,640,640,tahu goreng,197,369,352,545
29_jpeg.rf.11b4b1170fcc7570b9736118c34063de.jpg,640,640,roti tawar,134,251,442,535
sate_002_jpg.rf.125381264a3631ba46d27ad756b88af5.jpg,640,640,sate,103,48,602,535
puding_056_jpg.rf.11e16e18e3909cf20f9c4f90659c1f94.jpg,640,640,puding,93,72,562,561
kentang-rebus_072_jpg.rf.1222fbe36b6f2e8b3f42c91ebb72757d.jpg,640,640,kentang rebus,208,51,415,288
kentang-rebus_072_jpg.rf.1222fbe36b6f2e8b3f42c91ebb72757d.jpg,640,640,kentang rebus,329,177,583,401
kentang-rebus_072_jpg.rf.1222fbe36b6f2e8b3f42c91ebb72757d.jpg,640,640,kentang rebus,66,257,474,454
119_jpeg.rf.1223cec53a9e612b4639c3d628f818c3.jpg,640,640,ikan goreng,5,105,640,498
ikan-bakar_001_jpg.rf.124cbd4261adc4d8c463dc2e6117aa37.jpg,640,640,ikan bakar,62,164,609,544
56_jpeg.rf.11f660392c26a09cdc19c2525cb0fbef.jpg,640,640,ayam bakar,311,232,542,443
56_jpeg.rf.11f660392c26a09cdc19c2525cb0fbef.jpg,640,640,ayam bakar,98,274,367,539
100_jpeg.rf.1257e9e37025262025d44463b0a8c58c.jpg,640,640,puding,121,56,506,618
tumis-kangkung_054_jpg.rf.127f0f260e823743156da08d4e1dbab9.jpg,640,640,tumis kangkung,0,23,600,597
118_jpeg.rf.125ff750506fe13edc1a019e82af0d38.jpg,640,640,roti tawar,45,205,306,575
11_jpeg.rf.12826504179f46f604a0aa1f5ffe9295.jpg,640,640,roti tawar,138,246,419,580
capcay_042_jpg.rf.11b4fb983728036a772c37121306b25f.jpg,640,640,capcay,121,81,540,612
47_jpeg.rf.1289babca6899dc6aaafe66897f0c7b0.jpg,640,640,telur ceplok,29,84,608,569
kentang-goreng_19_jpg.rf.128cbf728b79f361f4f4ec702b607126.jpg,640,640,kentang goreng,216,310,555,384
kentang-goreng_19_jpg.rf.128cbf728b79f361f4f4ec702b607126.jpg,640,640,kentang goreng,88,185,418,282
images-86-_jpeg.rf.12b11af06b9342ec3ff0f45c9df00818.jpg,640,640,sop,0,88,598,640
capcay_015_jpg.rf.127ff770317f0d0ae6287732709dead6.jpg,640,640,capcay,57,0,619,640
Donut-24-_jpeg.rf.12d2634f96218ca914d4a2a27cefaf76.jpg,640,640,donat,35,87,636,520
99_jpeg.rf.12f242bb2b0c4d6f69fc6067aeb30b1c.jpg,640,640,roti tawar,220,175,637,431
sate-20331_jpg.rf.13668ce440306a2270baed4841f18840.jpg,640,640,sate,15,146,579,622
photo_jpg.rf.12e9902d97f25ea54bc22a164ce62ac7.jpg,640,640,tempe goreng,313,230,516,579
photo_jpg.rf.12e9902d97f25ea54bc22a164ce62ac7.jpg,640,640,tempe goreng,239,0,428,324
